profile,start,peak,end
11863,2021-07-02 18:13:00,2021-07-02 19:19:00,2021-07-02 19:53:00
11872,2021-07-03 18:13:00,2021-07-03 19:20:00,2021-07-03 19:54:00
11881,2021-07-04 18:13:00,2021-07-04 19:19:00,2021-07-04 19:53:00
11890,2021-07-05 18:13:00,2021-07-05 19:19:00,2021-07-05 19:53:00
11899,2021-07-06 18:13:00,2021-07-06 19:19:00,2021-07-06 19:52:00
11908,2021-07-07 18:13:00,2021-07-07 19:19:00,2021-07-07 19:52:00
11917,2021-07-08 18:13:00,2021-07-08 19:19:00,2021-07-08 19:52:00
11926,2021-07-09 18:13:00,2021-07-09 19:19:00,2021-07-09 19:53:00
11935,2021-07-10 18:13:00,2021-07-10 19:19:00,2021-07-10 19:53:00
11944,2021-07-11 18:13:00,2021-07-11 19:19:00,2021-07-11 19:53:00
11953,2021-07-12 18:13:00,2021-07-12 19:19:00,2021-07-12 19:53:00
11962,2021-07-13 18:13:00,2021-07-13 19:19:00,2021-07-13 19:53:00
11971,2021-07-14 18:13:00,2021-07-14 19:19:00,2021-07-14 19:53:00
11980,2021-07-15 18:13:00,2021-07-15 19:19:00,2021-07-15 19:53:00
11989,2021-07-16 18:13:00,2021-07-16 19:19:00,2021-07-16 19:53:00
11998,2021-07-17 18:13:00,2021-07-17 19:19:00,2021-07-17 19:53:00
12007,2021-07-18 18:13:00,2021-07-18 19:20:00,2021-07-18 19:53:00
12016,2021-07-19 18:13:00,2021-07-19 19:20:00,2021-07-19 19:54:00
12025,2021-07-20 18:13:00,2021-07-20 19:20:00,2021-07-20 19:54:00
12034,2021-07-21 18:13:00,2021-07-21 19:20:00,2021-07-21 19:54:00
12043,2021-07-22 18:13:00,2021-07-22 19:20:00,2021-07-22 19:53:00
12052,2021-07-23 18:13:00,2021-07-23 19:20:00,2021-07-23 19:53:00
12061,2021-07-24 18:13:00,2021-07-24 19:19:00,2021-07-24 19:53:00
12070,2021-07-25 18:13:00,2021-07-25 19:19:00,2021-07-25 19:53:00
12079,2021-07-26 18:13:00,2021-07-26 19:19:00,2021-07-26 19:53:00
12088,2021-07-27 18:13:00,2021-07-27 19:19:00,2021-07-27 19:53:00
12097,2021-07-28 18:13:00,2021-07-28 19:19:00,2021-07-28 19:53:00
12106,2021-07-29 18:13:00,2021-07-29 19:19:00,2021-07-29 19:53:00
12115,2021-07-30 18:13:00,2021-07-30 19:20:00,2021-07-30 19:55:00
12124,2021-07-31 18:13:00,2021-07-31 19:21:00,2021-07-31 19:55:00
12133,2021-08-01 18:13:00,2021-08-01 19:20:00,2021-08-01 19:54:00
12142,2021-08-02 18:13:00,2021-08-02 19:20:00,2021-08-02 19:53:00
12151,2021-08-03 18:13:00,2021-08-03 19:19:00,2021-08-03 19:53:00
12160,2021-08-25 18:00:00,2021-08-25 19:10:00,2021-08-25 23:54:00
12174,2021-08-27 18:13:00,2021-08-27 19:23:00,2021-08-27 19:58:00
12183,2021-08-28 18:13:00,2021-08-28 19:22:00,2021-08-28 19:58:00
12192,2021-08-29 18:13:00,2021-08-29 19:22:00,2021-08-29 19:58:00
12201,2021-08-30 18:13:00,2021-08-30 19:22:00,2021-08-30 19:58:00
12210,2021-08-31 18:13:00,2021-08-31 18:26:00,2021-08-31 18:34:00
12219,2021-09-01 18:13:00,2021-09-01 18:33:00,2021-09-01 18:44:00
12228,2021-09-02 18:12:00,2021-09-02 19:22:00,2021-09-02 19:58:00
12237,2021-09-03 18:13:00,2021-09-03 19:22:00,2021-09-03 19:57:00
12246,2021-09-04 18:13:00,2021-09-04 19:22:00,2021-09-04 19:57:00
12255,2021-09-05 18:13:00,2021-09-05 19:22:00,2021-09-05 19:57:00
12264,2021-09-06 18:13:00,2021-09-06 19:22:00,2021-09-06 19:57:00
12273,2021-09-07 18:13:00,2021-09-07 19:22:00,2021-09-07 19:57:00
12282,2021-09-08 18:13:00,2021-09-08 19:22:00,2021-09-08 19:58:00
12291,2021-09-09 18:13:00,2021-09-09 19:22:00,2021-09-09 19:57:00
12300,2021-09-10 18:13:00,2021-09-10 19:22:00,2021-09-10 19:57:00
12309,2021-09-11 18:13:00,2021-09-11 19:22:00,2021-09-11 19:56:00
12318,2021-09-12 18:13:00,2021-09-12 19:21:00,2021-09-12 19:56:00
12327,2021-09-13 18:13:00,2021-09-13 19:21:00,2021-09-13 19:55:00
12336,2021-09-14 18:13:00,2021-09-14 19:20:00,2021-09-14 19:54:00
12345,2021-09-15 18:13:00,2021-09-15 19:20:00,2021-09-15 19:53:00
12354,2021-09-16 18:13:00,2021-09-16 19:22:00,2021-09-16 19:56:00
12363,2021-09-17 18:13:00,2021-09-17 19:21:00,2021-09-17 19:56:00
12372,2021-09-18 18:13:00,2021-09-18 19:21:00,2021-09-18 19:56:00
12381,2021-09-19 18:13:00,2021-09-19 19:22:00,2021-09-19 19:57:00
12390,2021-09-20 18:13:00,2021-09-20 19:22:00,2021-09-20 19:58:00
12399,2021-09-21 18:13:00,2021-09-21 19:22:00,2021-09-21 19:57:00
12408,2021-09-22 18:13:00,2021-09-22 19:21:00,2021-09-22 19:55:00
12417,2021-09-23 18:13:00,2021-09-23 19:22:00,2021-09-23 19:57:00
12426,2021-09-24 18:13:00,2021-09-24 19:21:00,2021-09-24 19:56:00
12435,2021-09-25 18:13:00,2021-09-25 19:18:00,2021-09-25 19:51:00
12444,2021-09-26 18:13:00,2021-09-26 19:19:00,2021-09-26 19:52:00
12453,2021-09-27 18:13:00,2021-09-27 19:17:00,2021-09-27 19:50:00
12462,2021-09-28 18:13:00,2021-09-28 19:20:00,2021-09-28 19:54:00
12471,2021-09-29 18:13:00,2021-09-29 19:21:00,2021-09-29 19:56:00
12480,2021-09-30 18:13:00,2021-09-30 19:21:00,2021-09-30 19:55:00
12489,2021-10-01 18:13:00,2021-10-01 19:20:00,2021-10-01 19:54:00
12498,2021-10-02 18:13:00,2021-10-02 19:22:00,2021-10-02 19:56:00
12507,2021-10-03 18:13:00,2021-10-03 19:20:00,2021-10-03 19:54:00
12516,2021-10-04 18:13:00,2021-10-04 19:21:00,2021-10-04 19:56:00
12524,2021-10-06 18:12:00,2021-10-06 19:22:00,2021-10-06 19:58:00
12533,2021-10-07 18:13:00,2021-10-07 19:22:00,2021-10-07 19:56:00
12542,2021-10-08 18:13:00,2021-10-08 19:23:00,2021-10-08 19:58:00
12551,2021-10-09 18:13:00,2021-10-09 19:22:00,2021-10-09 19:58:00
12560,2021-10-10 18:13:00,2021-10-10 19:22:00,2021-10-10 19:58:00
12569,2021-10-11 18:13:00,2021-10-11 19:20:00,2021-10-11 19:55:00
12578,2021-10-12 18:13:00,2021-10-12 19:22:00,2021-10-12 19:58:00
12587,2021-10-13 18:13:00,2021-10-13 19:22:00,2021-10-13 19:57:00
12596,2021-10-14 18:13:00,2021-10-14 19:22:00,2021-10-14 19:58:00
12605,2021-10-15 18:13:00,2021-10-15 19:22:00,2021-10-15 19:57:00
12614,2021-10-16 18:13:00,2021-10-16 19:22:00,2021-10-16 19:57:00
12623,2021-10-17 18:13:00,2021-10-17 19:22:00,2021-10-17 19:58:00
12632,2021-10-18 18:13:00,2021-10-18 19:23:00,2021-10-18 19:58:00
12641,2021-10-19 18:13:00,2021-10-19 19:19:00,2021-10-19 19:52:00
12650,2021-10-20 18:13:00,2021-10-20 19:14:00,2021-10-20 19:45:00
12659,2021-10-21 18:13:00,2021-10-21 19:19:00,2021-10-21 19:52:00
12668,2021-10-22 18:13:00,2021-10-22 19:15:00,2021-10-22 19:47:00
12677,2021-10-23 18:13:00,2021-10-23 19:20:00,2021-10-23 19:54:00
12686,2021-10-24 18:13:00,2021-10-24 19:15:00,2021-10-24 19:46:00
12695,2021-10-25 18:13:00,2021-10-25 19:15:00,2021-10-25 19:46:00
12704,2021-10-26 18:13:00,2021-10-26 19:16:00,2021-10-26 19:49:00
12713,2021-10-27 18:13:00,2021-10-27 19:15:00,2021-10-27 19:47:00
12722,2021-10-28 18:13:00,2021-10-28 19:19:00,2021-10-28 19:52:00
12731,2021-10-29 18:13:00,2021-10-29 19:22:00,2021-10-29 19:57:00
12739,2021-11-06 18:13:00,2021-11-06 19:19:00,2021-11-06 19:53:00
12748,2021-11-07 18:13:00,2021-11-07 19:22:00,2021-11-07 19:58:00
12757,2021-11-08 18:13:00,2021-11-08 19:22:00,2021-11-08 19:57:00
12766,2021-11-09 18:13:00,2021-11-09 19:20:00,2021-11-09 19:54:00
12775,2021-11-10 18:13:00,2021-11-10 19:17:00,2021-11-10 19:50:00
12784,2021-11-11 18:13:00,2021-11-11 19:22:00,2021-11-11 19:56:00
12793,2021-11-12 18:13:00,2021-11-12 19:21:00,2021-11-12 19:56:00
12802,2021-11-13 18:13:00,2021-11-13 19:21:00,2021-11-13 19:56:00
12811,2021-11-14 18:13:00,2021-11-14 19:21:00,2021-11-14 19:56:00
12820,2021-11-15 18:13:00,2021-11-15 19:18:00,2021-11-15 19:51:00
12829,2021-11-16 18:13:00,2021-11-16 19:22:00,2021-11-16 19:57:00
12838,2021-11-17 18:13:00,2021-11-17 19:22:00,2021-11-17 19:57:00
12847,2021-11-18 18:13:00,2021-11-18 19:22:00,2021-11-18 19:57:00
12856,2021-11-19 18:13:00,2021-11-19 19:22:00,2021-11-19 19:58:00
12865,2021-11-20 18:13:00,2021-11-20 19:22:00,2021-11-20 19:57:00
12874,2021-11-21 18:13:00,2021-11-21 19:22:00,2021-11-21 19:57:00
12883,2021-11-22 18:13:00,2021-11-22 19:22:00,2021-11-22 19:57:00
12892,2021-11-23 18:13:00,2021-11-23 19:23:00,2021-11-23 19:58:00
12901,2021-11-24 18:13:00,2021-11-24 19:21:00,2021-11-24 19:56:00
12910,2021-11-25 18:13:00,2021-11-25 19:17:00,2021-11-25 19:50:00
12919,2021-11-26 18:13:00,2021-11-26 19:15:00,2021-11-26 19:47:00
12928,2021-11-27 18:13:00,2021-11-27 19:21:00,2021-11-27 19:56:00
12937,2021-11-28 18:13:00,2021-11-28 19:22:00,2021-11-28 19:57:00
12946,2021-11-29 18:13:00,2021-11-29 19:22:00,2021-11-29 19:57:00
12955,2021-11-30 18:13:00,2021-11-30 19:21:00,2021-11-30 19:56:00
12964,2021-12-01 18:13:00,2021-12-01 19:19:00,2021-12-01 19:52:00
12973,2021-12-02 18:13:00,2021-12-02 19:21:00,2021-12-02 19:55:00
12982,2021-12-03 18:13:00,2021-12-03 19:20:00,2021-12-03 19:54:00
12991,2021-12-04 18:13:00,2021-12-04 19:23:00,2021-12-04 19:58:00
13000,2021-12-05 18:13:00,2021-12-05 19:23:00,2021-12-05 19:58:00
13009,2021-12-06 18:13:00,2021-12-06 19:22:00,2021-12-06 19:58:00
13018,2021-12-07 18:13:00,2021-12-07 19:22:00,2021-12-07 19:57:00
13027,2021-12-08 18:13:00,2021-12-08 19:22:00,2021-12-08 19:57:00
13036,2021-12-09 18:13:00,2021-12-09 19:21:00,2021-12-09 19:55:00
13045,2021-12-10 18:13:00,2021-12-10 19:19:00,2021-12-10 19:53:00
13054,2021-12-11 18:13:00,2021-12-11 19:17:00,2021-12-11 19:49:00
13063,2021-12-12 18:13:00,2021-12-12 19:17:00,2021-12-12 19:49:00
13072,2021-12-13 18:13:00,2021-12-13 19:13:00,2021-12-13 19:44:00
13081,2021-12-14 18:13:00,2021-12-14 19:19:00,2021-12-14 19:52:00
13090,2021-12-15 18:13:00,2021-12-15 19:20:00,2021-12-15 19:54:00
13099,2021-12-16 18:13:00,2021-12-16 19:21:00,2021-12-16 19:56:00
13108,2021-12-17 18:13:00,2021-12-17 19:23:00,2021-12-17 19:58:00
13117,2021-12-18 18:13:00,2021-12-18 19:22:00,2021-12-18 19:57:00
13126,2021-12-19 18:13:00,2021-12-19 19:22:00,2021-12-19 19:57:00
13135,2021-12-20 18:13:00,2021-12-20 19:15:00,2021-12-20 19:47:00
13144,2021-12-21 18:13:00,2021-12-21 19:23:00,2021-12-21 19:58:00
13153,2021-12-22 18:13:00,2021-12-22 19:22:00,2021-12-22 19:58:00
13162,2021-12-23 18:13:00,2021-12-23 19:22:00,2021-12-23 19:58:00
13171,2021-12-24 18:13:00,2021-12-24 19:23:00,2021-12-24 19:58:00
13180,2021-12-25 18:13:00,2021-12-25 19:22:00,2021-12-25 19:57:00
13189,2021-12-26 18:13:00,2021-12-26 19:20:00,2021-12-26 19:54:00
13198,2021-12-27 18:13:00,2021-12-27 19:21:00,2021-12-27 19:55:00
13207,2021-12-28 18:13:00,2021-12-28 19:22:00,2021-12-28 19:57:00
13216,2021-12-29 18:13:00,2021-12-29 19:22:00,2021-12-29 19:57:00
13225,2021-12-30 18:13:00,2021-12-30 19:21:00,2021-12-30 19:55:00
13234,2021-12-31 18:13:00,2021-12-31 19:22:00,2021-12-31 19:57:00
13243,2022-01-01 18:13:00,2022-01-01 19:23:00,2022-01-01 19:58:00
13252,2022-01-02 18:13:00,2022-01-02 19:21:00,2022-01-02 19:56:00
13262,2022-01-03 20:43:00,2022-01-03 21:44:00,2022-01-03 23:05:00
13270,2022-01-04 18:13:00,2022-01-04 19:23:00,2022-01-04 19:58:00
13279,2022-01-05 18:13:00,2022-01-05 19:23:00,2022-01-05 19:58:00
13288,2022-01-06 18:13:00,2022-01-06 19:23:00,2022-01-06 19:58:00
13297,2022-01-07 18:13:00,2022-01-07 19:10:00,2022-01-07 19:39:00
13306,2022-01-08 18:13:00,2022-01-08 19:22:00,2022-01-08 19:57:00
13315,2022-01-09 18:13:00,2022-01-09 19:22:00,2022-01-09 19:57:00
13324,2022-01-10 18:13:00,2022-01-10 19:18:00,2022-01-10 19:51:00
13333,2022-01-11 18:13:00,2022-01-11 19:16:00,2022-01-11 19:48:00
13342,2022-01-12 18:13:00,2022-01-12 19:19:00,2022-01-12 19:53:00
13351,2022-01-13 18:13:00,2022-01-13 19:22:00,2022-01-13 19:57:00
13360,2022-01-14 18:13:00,2022-01-14 19:21:00,2022-01-14 19:56:00
13369,2022-01-15 18:13:00,2022-01-15 19:22:00,2022-01-15 19:57:00
13378,2022-01-16 18:13:00,2022-01-16 19:23:00,2022-01-16 19:58:00
13387,2022-01-17 18:13:00,2022-01-17 19:23:00,2022-01-17 19:58:00
13396,2022-01-18 18:13:00,2022-01-18 19:23:00,2022-01-18 19:58:00
13405,2022-01-19 18:13:00,2022-01-19 19:23:00,2022-01-19 19:58:00
13414,2022-01-20 18:13:00,2022-01-20 19:23:00,2022-01-20 19:58:00
13423,2022-01-21 18:13:00,2022-01-21 19:23:00,2022-01-21 19:58:00
13432,2022-01-22 18:13:00,2022-01-22 19:22:00,2022-01-22 19:58:00
13441,2022-01-23 18:13:00,2022-01-23 19:18:00,2022-01-23 19:51:00
13450,2022-01-24 18:13:00,2022-01-24 19:19:00,2022-01-24 19:53:00
13459,2022-01-25 18:13:00,2022-01-25 19:15:00,2022-01-25 19:47:00
13468,2022-01-26 18:13:00,2022-01-26 19:19:00,2022-01-26 19:53:00
13477,2022-01-27 18:13:00,2022-01-27 19:22:00,2022-01-27 19:56:00
13486,2022-01-28 18:13:00,2022-01-28 19:22:00,2022-01-28 19:57:00
13495,2022-01-29 18:13:00,2022-01-29 19:23:00,2022-01-29 19:58:00
13504,2022-01-30 18:13:00,2022-01-30 19:22:00,2022-01-30 19:56:00
13513,2022-01-31 18:13:00,2022-01-31 19:22:00,2022-01-31 19:58:00
13522,2022-02-01 18:13:00,2022-02-01 19:23:00,2022-02-01 19:58:00
13531,2022-02-02 18:13:00,2022-02-02 19:23:00,2022-02-02 19:58:00
13540,2022-02-03 18:13:00,2022-02-03 19:22:00,2022-02-03 19:57:00
13549,2022-02-04 18:13:00,2022-02-04 19:22:00,2022-02-04 19:57:00
13558,2022-02-05 18:13:00,2022-02-05 19:21:00,2022-02-05 19:55:00
13567,2022-02-06 18:13:00,2022-02-06 19:20:00,2022-02-06 19:54:00
13576,2022-02-07 18:13:00,2022-02-07 19:22:00,2022-02-07 19:56:00
13585,2022-02-08 18:13:00,2022-02-08 19:22:00,2022-02-08 19:56:00
13594,2022-02-09 18:13:00,2022-02-09 19:21:00,2022-02-09 19:56:00
13603,2022-02-10 18:13:00,2022-02-10 19:18:00,2022-02-10 19:51:00
13612,2022-02-11 18:13:00,2022-02-11 19:21:00,2022-02-11 19:55:00
13621,2022-02-12 18:13:00,2022-02-12 19:22:00,2022-02-12 19:57:00
13630,2022-02-13 18:13:00,2022-02-13 19:22:00,2022-02-13 19:57:00
13639,2022-02-14 18:13:00,2022-02-14 19:22:00,2022-02-14 19:57:00
13648,2022-02-15 18:13:00,2022-02-15 19:22:00,2022-02-15 19:57:00
13657,2022-02-16 18:13:00,2022-02-16 19:17:00,2022-02-16 19:50:00
13666,2022-02-17 18:13:00,2022-02-17 19:18:00,2022-02-17 19:50:00
13675,2022-02-18 18:13:00,2022-02-18 19:22:00,2022-02-18 19:57:00
13684,2022-02-19 18:13:00,2022-02-19 19:21:00,2022-02-19 19:56:00
13693,2022-02-20 18:13:00,2022-02-20 19:22:00,2022-02-20 19:56:00
13702,2022-02-21 18:13:00,2022-02-21 19:21:00,2022-02-21 19:56:00
13711,2022-02-22 18:13:00,2022-02-22 19:21:00,2022-02-22 19:56:00
13720,2022-02-23 18:13:00,2022-02-23 19:21:00,2022-02-23 19:56:00
13729,2022-02-24 18:13:00,2022-02-24 19:22:00,2022-02-24 19:58:00
13738,2022-02-25 18:13:00,2022-02-25 19:21:00,2022-02-25 19:56:00
13747,2022-02-26 18:13:00,2022-02-26 19:16:00,2022-02-26 19:49:00
13756,2022-02-27 18:13:00,2022-02-27 19:16:00,2022-02-27 19:49:00
13765,2022-02-28 18:13:00,2022-02-28 19:18:00,2022-02-28 19:51:00
13774,2022-03-01 18:13:00,2022-03-01 19:22:00,2022-03-01 19:57:00
13783,2022-03-02 18:13:00,2022-03-02 19:21:00,2022-03-02 19:55:00
13792,2022-03-03 18:13:00,2022-03-03 19:22:00,2022-03-03 19:57:00
13801,2022-03-04 18:13:00,2022-03-04 19:23:00,2022-03-04 19:58:00
13810,2022-03-05 18:13:00,2022-03-05 19:21:00,2022-03-05 19:56:00
13819,2022-03-06 18:13:00,2022-03-06 19:21:00,2022-03-06 19:56:00
13828,2022-03-07 18:13:00,2022-03-07 19:21:00,2022-03-07 19:56:00
13837,2022-03-08 18:13:00,2022-03-08 19:21:00,2022-03-08 19:56:00
13846,2022-03-09 18:13:00,2022-03-09 19:21:00,2022-03-09 19:55:00
13855,2022-03-10 18:13:00,2022-03-10 19:21:00,2022-03-10 19:56:00
13864,2022-03-11 18:13:00,2022-03-11 19:21:00,2022-03-11 19:56:00
13873,2022-03-12 18:13:00,2022-03-12 19:18:00,2022-03-12 19:50:00
13882,2022-03-13 18:13:00,2022-03-13 19:20:00,2022-03-13 19:54:00
13891,2022-03-14 18:13:00,2022-03-14 19:19:00,2022-03-14 19:52:00
13900,2022-03-15 18:13:00,2022-03-15 19:16:00,2022-03-15 19:48:00
13909,2022-03-16 18:13:00,2022-03-16 19:22:00,2022-03-16 19:57:00
13918,2022-03-17 18:13:00,2022-03-17 19:23:00,2022-03-17 19:58:00
13927,2022-03-18 18:13:00,2022-03-18 19:23:00,2022-03-18 19:58:00
13936,2022-03-19 18:13:00,2022-03-19 19:21:00,2022-03-19 19:55:00
13945,2022-03-20 18:13:00,2022-03-20 19:21:00,2022-03-20 19:56:00
13954,2022-03-21 18:13:00,2022-03-21 19:22:00,2022-03-21 19:56:00
13963,2022-03-22 18:13:00,2022-03-22 19:21:00,2022-03-22 19:56:00
13972,2022-03-23 18:13:00,2022-03-23 19:21:00,2022-03-23 19:56:00
13981,2022-03-24 18:13:00,2022-03-24 19:22:00,2022-03-24 19:56:00
13990,2022-03-25 18:13:00,2022-03-25 19:22:00,2022-03-25 19:57:00
13999,2022-03-26 18:13:00,2022-03-26 19:22:00,2022-03-26 19:56:00
14008,2022-03-27 18:13:00,2022-03-27 19:22:00,2022-03-27 19:56:00
14017,2022-03-28 18:13:00,2022-03-28 19:22:00,2022-03-28 19:57:00
14026,2022-03-29 18:13:00,2022-03-29 19:22:00,2022-03-29 19:58:00
14035,2022-03-30 18:13:00,2022-03-30 19:23:00,2022-03-30 19:58:00
14044,2022-03-31 18:13:00,2022-03-31 19:22:00,2022-03-31 19:57:00
14053,2022-04-01 18:13:00,2022-04-01 19:23:00,2022-04-01 19:58:00
14062,2022-04-02 18:13:00,2022-04-02 19:22:00,2022-04-02 19:57:00
14071,2022-04-03 18:13:00,2022-04-03 19:22:00,2022-04-03 19:57:00
14080,2022-04-04 18:13:00,2022-04-04 19:20:00,2022-04-04 19:53:00
14089,2022-04-05 18:13:00,2022-04-05 19:18:00,2022-04-05 19:51:00
14098,2022-04-06 18:13:00,2022-04-06 19:22:00,2022-04-06 19:56:00
14107,2022-04-07 18:13:00,2022-04-07 19:21:00,2022-04-07 19:56:00
14116,2022-04-08 18:13:00,2022-04-08 19:22:00,2022-04-08 19:57:00
14125,2022-04-09 18:13:00,2022-04-09 19:21:00,2022-04-09 19:56:00
14134,2022-04-10 18:13:00,2022-04-10 19:22:00,2022-04-10 19:57:00
14143,2022-04-11 18:13:00,2022-04-11 19:22:00,2022-04-11 19:57:00
14152,2022-04-12 18:13:00,2022-04-12 19:16:00,2022-04-12 19:48:00
14161,2022-04-13 18:13:00,2022-04-13 19:22:00,2022-04-13 19:57:00
14170,2022-04-14 18:13:00,2022-04-14 19:22:00,2022-04-14 19:57:00
14179,2022-04-15 18:13:00,2022-04-15 19:22:00,2022-04-15 19:57:00
14188,2022-04-16 18:13:00,2022-04-16 19:22:00,2022-04-16 19:57:00
14197,2022-04-17 18:13:00,2022-04-17 19:22:00,2022-04-17 19:57:00
14206,2022-04-18 18:13:00,2022-04-18 19:22:00,2022-04-18 19:57:00
14215,2022-04-19 18:13:00,2022-04-19 19:21:00,2022-04-19 19:56:00
14224,2022-04-20 18:13:00,2022-04-20 19:21:00,2022-04-20 19:56:00
14233,2022-04-21 18:13:00,2022-04-21 19:16:00,2022-04-21 19:48:00
14242,2022-04-22 18:13:00,2022-04-22 19:19:00,2022-04-22 19:53:00
14251,2022-04-23 18:13:00,2022-04-23 19:21:00,2022-04-23 19:56:00
14260,2022-04-24 18:13:00,2022-04-24 19:15:00,2022-04-24 19:47:00
14269,2022-04-25 18:13:00,2022-04-25 19:20:00,2022-04-25 19:54:00
14278,2022-04-26 18:13:00,2022-04-26 19:21:00,2022-04-26 19:56:00
14287,2022-04-27 18:13:00,2022-04-27 19:22:00,2022-04-27 19:56:00
14296,2022-04-28 18:13:00,2022-04-28 19:22:00,2022-04-28 19:57:00
14305,2022-04-29 18:13:00,2022-04-29 19:22:00,2022-04-29 19:57:00
14314,2022-04-30 18:13:00,2022-04-30 19:22:00,2022-04-30 19:57:00
14323,2022-05-01 18:13:00,2022-05-01 19:22:00,2022-05-01 19:57:00
14332,2022-05-02 18:13:00,2022-05-02 19:19:00,2022-05-02 19:53:00
14341,2022-05-03 18:13:00,2022-05-03 19:21:00,2022-05-03 19:56:00
14350,2022-05-04 18:13:00,2022-05-04 19:19:00,2022-05-04 19:53:00
14359,2022-05-05 18:13:00,2022-05-05 19:18:00,2022-05-05 19:51:00
14368,2022-05-06 18:13:00,2022-05-06 19:19:00,2022-05-06 19:53:00
14377,2022-05-07 18:13:00,2022-05-07 19:19:00,2022-05-07 19:53:00
14386,2022-05-08 18:13:00,2022-05-08 19:20:00,2022-05-08 19:54:00
14395,2022-05-09 18:13:00,2022-05-09 19:21:00,2022-05-09 19:55:00
14404,2022-05-10 18:13:00,2022-05-10 19:21:00,2022-05-10 19:56:00
14413,2022-05-11 18:13:00,2022-05-11 19:21:00,2022-05-11 19:56:00
14422,2022-05-12 18:13:00,2022-05-12 19:21:00,2022-05-12 19:56:00
14431,2022-05-13 18:13:00,2022-05-13 19:22:00,2022-05-13 19:56:00
14440,2022-05-14 18:13:00,2022-05-14 19:22:00,2022-05-14 19:56:00
14449,2022-05-15 18:13:00,2022-05-15 19:22:00,2022-05-15 19:57:00
14458,2022-05-16 18:13:00,2022-05-16 19:22:00,2022-05-16 19:57:00
14467,2022-05-17 18:13:00,2022-05-17 19:22:00,2022-05-17 19:56:00
14476,2022-05-18 18:13:00,2022-05-18 19:21:00,2022-05-18 19:56:00
14485,2022-05-19 18:13:00,2022-05-19 19:20:00,2022-05-19 19:55:00
14494,2022-05-20 18:13:00,2022-05-20 19:21:00,2022-05-20 19:55:00
14503,2022-05-21 18:13:00,2022-05-21 19:21:00,2022-05-21 19:55:00
14512,2022-05-22 18:13:00,2022-05-22 19:21:00,2022-05-22 19:56:00
14521,2022-05-23 18:13:00,2022-05-23 19:21:00,2022-05-23 19:56:00
14530,2022-05-24 18:13:00,2022-05-24 19:21:00,2022-05-24 19:56:00
14539,2022-05-25 18:13:00,2022-05-25 19:22:00,2022-05-25 19:56:00
14548,2022-05-26 18:13:00,2022-05-26 19:22:00,2022-05-26 19:57:00
14557,2022-05-27 18:13:00,2022-05-27 19:22:00,2022-05-27 19:57:00
14566,2022-05-28 18:13:00,2022-05-28 19:19:00,2022-05-28 19:53:00
14575,2022-05-29 18:13:00,2022-05-29 19:23:00,2022-05-29 19:58:00
14584,2022-05-30 18:13:00,2022-05-30 19:21:00,2022-05-30 19:55:00
14593,2022-05-31 18:13:00,2022-05-31 19:21:00,2022-05-31 19:55:00
14602,2022-06-01 18:13:00,2022-06-01 19:22:00,2022-06-01 19:56:00
14611,2022-06-02 18:13:00,2022-06-02 19:21:00,2022-06-02 19:55:00
14620,2022-06-03 18:13:00,2022-06-03 19:20:00,2022-06-03 19:54:00
14629,2022-06-04 18:13:00,2022-06-04 19:18:00,2022-06-04 19:52:00
14638,2022-06-05 18:13:00,2022-06-05 19:22:00,2022-06-05 19:56:00
14649,2022-08-22 18:13:00,2022-08-22 19:23:00,2022-08-22 19:58:00
14658,2022-08-23 18:13:00,2022-08-23 19:23:00,2022-08-23 19:58:00
14667,2022-08-24 18:13:00,2022-08-24 19:23:00,2022-08-24 19:58:00
14675,2022-08-25 18:13:00,2022-08-25 19:23:00,2022-08-25 19:58:00
14684,2022-08-26 18:13:00,2022-08-26 19:23:00,2022-08-26 19:58:00
14693,2022-08-27 18:13:00,2022-08-27 19:23:00,2022-08-27 19:58:00
14702,2022-08-28 18:13:00,2022-08-28 19:23:00,2022-08-28 19:58:00
14711,2022-08-29 18:13:00,2022-08-29 18:32:00,2022-08-29 18:42:00
14720,2022-08-30 18:13:00,2022-08-30 19:23:00,2022-08-30 19:58:00
14729,2022-08-31 18:13:00,2022-08-31 19:23:00,2022-08-31 19:58:00
14737,2022-09-16 18:13:00,2022-09-16 19:21:00,2022-09-16 19:56:00
14746,2022-09-17 18:13:00,2022-09-17 19:21:00,2022-09-17 19:56:00
14755,2022-09-18 18:13:00,2022-09-18 19:21:00,2022-09-18 19:56:00
14764,2022-09-19 18:13:00,2022-09-19 19:19:00,2022-09-19 19:53:00
14773,2022-09-20 18:13:00,2022-09-20 19:21:00,2022-09-20 19:55:00
14782,2022-09-21 18:13:00,2022-09-21 19:21:00,2022-09-21 19:56:00
14791,2022-09-22 18:13:00,2022-09-22 19:21:00,2022-09-22 19:56:00
14800,2022-09-23 18:13:00,2022-09-23 19:21:00,2022-09-23 19:56:00
14809,2022-09-24 18:13:00,2022-09-24 19:21:00,2022-09-24 19:56:00
14818,2022-09-25 18:13:00,2022-09-25 19:21:00,2022-09-25 19:56:00
14827,2022-09-26 18:13:00,2022-09-26 19:21:00,2022-09-26 19:56:00
14836,2022-09-27 18:13:00,2022-09-27 19:21:00,2022-09-27 19:56:00
14845,2022-09-28 18:13:00,2022-09-28 19:19:00,2022-09-28 19:52:00
14854,2022-09-29 18:13:00,2022-09-29 19:20:00,2022-09-29 19:54:00
